,company,title,source,time,url,label_x,score_x,label_y,score_y,label_z,score_z,zero_shot_label,zero_shot_score,Date,ticker,environmentScore,socialScore,governanceScore,Open,High,Low,Close,Adj Close,Volume
2443,JPMorgan_Chase,JPMorgan Chase earns innovation recognitions from Coalition Greenwich,JP Morgan,Feb 21,https://news.google.com/read/CBMipgFBVV95cUxNV0FBemk1Nkx3a2liZzNfUzUzZ3R1ejN6LVVYMnhqUUh4QVRWVFZMOU5HZjE0MWcxajY3RVg1TmlvU2V5S2hjam80Z1ZsVmxhVFdqb0pyaUo0STdFdHJLcmxvMGZtakdYcHZzdlUxT1djLXRyTTBscVhuUjBSaG1jZ3hnNVpsSWd5NnlrYjNUWGw1cEdPUUdGbHduR3NRN0t5MmQ5QTJ3?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9972937703132628,positive,0.9994463324546814,Positive,0.7656289935112,government,0.6346271634101868,2024-02-21,JPM,1.11,16.45,11.7,179.949997,180.990005,178.520004,180.899994,178.859833,7027900.0
2444,JPMorgan_Chase,JPMorgan Chase is training every new hire on AI,Quartz,May 21,https://news.google.com/read/CBMifEFVX3lxTE1oNjZlUWJJZVgtQ1g2bTV3NmU2MlY1ekVybEVSalBPZjNKRUNtMy1Ya3VVanFOb2w5Q1E3SlZuU2hhVTBrdTdUX2d5VUwtQVdROHVZY19ZYXFVMklfWTNnSGcyci1ZMGVkX2ZTNEd0NHhDM1lEN05BLXFmTHU?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.6551092267036438,neutral,0.999869465827942,Neutral,0.9715926051139832,government,0.4384428262710571,2024-05-21,JPM,1.11,16.45,11.7,197.0,199.899994,196.600006,199.520004,198.420532,14420800.0
2445,JPMorgan_Chase,"JPMorgan Chase to offer online payroll services as it steps up fight with Square, PayPal",CNBC,"Sep 14, 2023",https://news.google.com/read/CBMihAFBVV95cUxPekZyTGxhOXBuMHdVUllLZ1MxRmI3NzhHU1lsa05WcUlXQl8tQS1aSmJvUzVmWUxfLThGMFZkTWQ5R0tCd19DZExLdTd0cExpc1lTMEJpZjU2Vkw0eWsybWhJekNEMUx3ZUZCV3VUc3k3NG5SMFFpNmVRdldRRV91TjFhX3DSAYoBQVVfeXFMTkItU1otVnFGZnlPakVyRjQ4cnl0MVNyWHJ6YW53ZURwYVFXTkpKaHctSGhmN0dLRFhoc2JrWUdfcmVwZ2lzZWZ3SEdvUE9aMHpsaFk0Wm5Ec1ZBZjhaZEN0dTlBWUhsbHc2SmxCQVlYOTNDU1ZDNWZDTVBsbDMxdENhTHYzNERkcFZB?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.5814964771270752,neutral,0.9980923533439636,Neutral,0.9182775616645812,government,0.4673012495040893,2023-09-14,JPM,1.11,16.45,11.7,147.839996,149.899994,147.520004,149.25,145.588135,10034900.0
2446,JPMorgan_Chase,Columbus CEO’s CEO of the Year 2023: Corrine Burger Removes Roadblocks to Success at Chase,Columbus CEO,Feb 13,https://news.google.com/read/CBMi_wFBVV95cUxNZUc4Nl9UenRwdkMzdWR3aUV2cjV2aXE5SW85RWphX29mUWhqOWpPd2ViUjJxMzM0b3dWb29mTGUtbm8xN2FyNUhuZWNfVFl5aHpkS1lBZU04QmMwSlREdG16d3JNWG01RnlnTktnZDJlZmozSFhsd25lcGE3YnlYbVJrUm1GME95Yl9UclB0N0lOQzZGUEhvLW04U2x0dTdQbmJsX052UDNpSUxCZUppRjlHdWtpdDhxZTYyLVBrOFpHTEN2R3NnTEJ1amxJelRHbjRzWW9ZejdjZmxKeTlMNGU4R2JkdEU0UWtnTjZXUnpsUUM4QkVkY0RKOVFDbEU?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.994173228740692,positive,0.7108790874481201,Neutral,0.830449104309082,social,0.4582556784152984,2024-02-13,JPM,1.11,16.45,11.7,175.320007,176.229996,172.619995,174.259995,172.294708,8397600.0
2447,JPMorgan_Chase,JPMorgan Chase Names Co-CEOs of Commercial & Investment Bank,Markets Media,Jan 26,https://news.google.com/read/CBMingFBVV95cUxNRHJ4NmJMTUpEYlo2MTRZM041eVBicWF1WndCcldzQUxTemFKMmYxeTNEU0lLTzVyTE84eUtFUWowVHkweDNzYXNSWXhTWF9PQ0lrMWJLclpVY21FRGV5UWRWbkJRR1NDb1p4OUZtczFscHVXOS0zcVZFMXBqQjNtMmhkQWMyM2FaMzQtWDZtM0lGY1VkOWZlTUdrWUctZw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9530037641525269,neutral,0.9998767375946044,Neutral,0.981415867805481,social,0.4535061717033386,2024-01-26,JPM,1.11,16.45,11.7,172.610001,173.059998,171.779999,172.279999,170.337051,7443000.0
2448,JPMorgan_Chase,JPMorgan seeks embedded payments niches,Payments Dive,Mar 25,https://news.google.com/read/CBMirAFBVV95cUxPcmZETzU2d05PVmJJY2ctNWxaN3JUUElNZXpLT1VuNkpTeGVncWNpS1poaGFZZnVjSmozdTlyT250Rml6ZjZVb0t3NDhrQm9pV3pZVm1qSnBXV3pkb2tDdUFjaGgzQldRUDk2dW54Y213YldJY1VyMWZma3lzbF9acTItNHJkYXlkWFljU3BXZVlPSWF2MU9pSERzX0t1aTQwVUhELS0td2xXX1dS?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9343774318695068,neutral,0.9998509883880616,Neutral,0.9773153066635132,government,0.3354682922363281,2024-03-25,JPM,1.11,16.45,11.7,196.600006,196.940002,194.360001,194.820007,192.622849,8620000.0
2449,JPMorgan_Chase,"JPMorgan Chase, Citi and Wells Fargo earnings to follow strength in their stocks",MarketWatch,Jul 5,https://news.google.com/read/CBMiywFBVV95cUxPWWFUUmVPZVZncS05UFBUWXg0cW9qdFVSZEVKazZuUFl3bFJjSDQxd1lFVUNCNUJPd0QzeVNhMVZNeGZjTzdUZlYtZzlMRzdTZkxVMEZ2YUZubVFjM3ZmVjNHSzcwUVRRbFVTRjJ1RHFFd2VqZ3JxY3lucjRZQkMxRUlwOUZ4SllMdVh5UGJLdVg5cXlWZU5tSWRyRndUNVVCeHhiN1g5V1RjTUo2b1k0ajc0OHQxa2dsZThLVnpuNUxuR0pDOVU1UjduNNIB0AFBVV95cUxPVlF5d3EwazAyZXQwenlSb092Vmw1S1EzQlRlRHlpdGR1cTExLS1EbnpidVdidlVPUjlNRW1ScEN3bEZTTXdUT2xxNFpjYmszTTBDdmE4b2VHNHlVVFBLWFZMNGlFekZUTm1xSHU4d2NpeDUwSEtsYUlQOGJVeGlMaURibVNJNnpTLUZ2SWo0cDl1T0hvUElIWWJkd0JRVTFYUnZEZnRseFZRSWhuUGRZWmFSM2xvbkdvaldXbXNrRW5oeUZzTVRHNVA1SWMxXzQ4?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.998719334602356,positive,0.999640703201294,Positive,0.7795549631118774,social,0.5314295291900635,2024-07-05,JPM,1.11,16.45,11.7,206.990005,207.369995,204.520004,204.789993,204.789993,8093100.0
2451,JPMorgan_Chase,How a Southern Skincare Brand is Blending Purpose and Profits,JPMorgan Chase,Apr 9,https://news.google.com/read/CBMib0FVX3lxTFAzaTRWY1g0QmgtUXhVNjN6LXZNR1QwNVNVZGk4ZEZ2Sm53NktnTDBGU3ZkeXc0M3kzUExLRFgtekMwNW0yRkhkMEl0TFJRSXI3S09GQnJnaHEzZDNGZ0doZ3FSWkZZamM3VXpubEJZWQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9859492182731628,neutral,0.9996861219406128,Neutral,0.9824817776679992,social,0.5911062955856323,2024-04-09,JPM,1.11,16.45,11.7,198.070007,198.880005,194.910004,197.149994,196.063583,7358600.0
2452,JPMorgan_Chase,Chase To Open 500 New Branches By 2027,Forbes,Feb 13,https://news.google.com/read/CBMikAFBVV95cUxNaFNpUkJFWm04VUVJakRDWTYzTHA5WTVOMjJEUVJFeFdQWFdVYi1WVDJoR3ppbGhFanFKOThBUXFsWE4xRVl2VlVfN1JySEhlZDZUcDNrOXFac0JieTliVU9jNEtNNG5GT0tqQy00RG5Yc3NHZm91cjcyeGZFWEZ0X0xjeDJBR05WX0VMU05hMnE?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9922825694084167,neutral,0.9998776912689208,Neutral,0.9743012189865112,government,0.4007660448551178,2024-02-13,JPM,1.11,16.45,11.7,175.320007,176.229996,172.619995,174.259995,172.294708,8397600.0
2453,JPMorgan_Chase,"JPMorgan Chase tops profit expectations on higher rates, benign credit",CNBC,"Oct 13, 2023",https://news.google.com/read/CBMifEFVX3lxTE5teC1tU19ZellZOXk3aV9sRldLUDNVOHBsZjlUVjBheU1WSEM4Z1V1cDdURVVtbml0dzJrWmgtQmRUakxvRGQzWEJvckd5bGdILVV3RDJraVBzcW5HZTZUOXBNMzM5S25aWjFzYlNUUkZHRXplVGJuSnNsMHPSAYIBQVVfeXFMTjVtZUlObUcwUE11dXpTQVpPY1puSVl1MXFiNUdWODVjclByOFB5OXppbDlieDFRcDFlbEFqSm0tc1dob1oxdHNESmlrYkFTcWswSlhwSzE3UFFhQjhzNkJHbmI0ZzNGSE42YmVmT3RkWU8zNXgtbGFVNGJiMm1xemp1dw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9684773683547974,positive,0.9996434450149536,Positive,0.8955778479576111,social,0.4762466549873352,2023-10-13,JPM,1.11,16.45,11.7,148.5,153.110001,147.839996,148.0,145.434082,29427000.0
2454,JPMorgan_Chase,"Hiring people with criminal records benefits everyone, says JPMorgan Chase in a new art installation",The Philadelphia Inquirer,Apr 4,https://news.google.com/read/CBMilAFBVV95cUxQYnlpcUJVVDQtMjB5Y294RERZWWdUVWRsOV9UZjB6WnNqM1IxWWFWVFFOXzRGNE5XM2haY04ydnFLWTZQUGx0ZTVJR29JMmpVOTlHdTZ5cFFTM3FKUXZMZGZFa3ZKUkpFRzZseEd5XzRzX2pOd2xjXzJPWFRVU21fMmlzLTFIelNFYmM2M0pCMnNjbTBY?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9986922144889832,positive,0.9445915818214417,Neutral,0.8682398796081543,social,0.6930574774742126,2024-04-04,JPM,1.11,16.45,11.7,199.149994,199.679993,195.550003,195.649994,194.571854,9243800.0
2455,JPMorgan_Chase,JPMorgan Chase says its stress test losses should be higher than what the Fed disclosed,CNBC,Jun 27,https://news.google.com/read/CBMiiAFBVV95cUxOcFJnWUd2TGJVSnNUX0ZuZzdjaExDdnlIYnJkTFlka1Q0Ymc5Qjc2VmdTT2tBSjlsaGg1aEFDd2phRW0tcWVTcGpWUUF2LWtDanhuczIwWGtpOGxiQzVYZ3Q1RzFxWXFkVno4WG0wQnhtRTcteGxWanl1OERMSklQcjFtY1FKY0w30gGOAUFVX3lxTE5mX0Y4eGRacjRJQjIzeGhUdE1IT3FzQXpoQnBxM3I1UHV2TUQtSzNrVGt5WVY1OWVoZFRiS3dvTWFGeUw1OUlnZEZzX0N6VlU4am0ya0FHUjlHMDN3aVJNU0laQzJRSTQwSWtNU0hXcGZCSzYyQW9LbXpxcGtsMmJDSEFBOXNqY3dSSHdtaFE?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9982733726501464,negative,0.9107928276062012,Negative,0.8963512182235718,social,0.3826467394828796,2024-06-27,JPM,1.11,16.45,11.7,197.440002,199.860001,196.899994,199.169998,198.072464,7913500.0
2456,JPMorgan_Chase,"JPMorgan says its Russia assets may be seized after lawsuits in Russia, US",Reuters,May 1,https://news.google.com/read/CBMiwAFBVV95cUxPTEFuRzcxNC1ieDZTelBVQ2FvbXBlQjlzclV3emhnMng1Y3VseEo1a20tb0lUcGJfYUFQbHJ2N2VxLVZjdXhHcGVtUGxKRU5WMk9Yd3hxZ3JsMUFRa0twWjllbGVsOW9OeGVyVkg0ME44NmhKR2ZFQkJsbU5zcmVpbVVhRGxidDdjR1BXUHpiRE9HM3NyeXRnVzA2VDM1WURXekdhNjBGUUdmVElfRlowNWJId1dLTjhOM0R2UVpaV3k?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9965806603431702,neutral,0.9996964931488036,Negative,0.5290855765342712,government,0.5366855263710022,2024-05-01,JPM,1.11,16.45,11.7,192.270004,194.460007,190.789993,191.860001,190.80275,7445300.0
2458,JPMorgan_Chase,JPMorgan Chase Full Year 2023 Earnings: Misses Expectations,Yahoo Finance,Jan 17,https://news.google.com/read/CBMihgFBVV95cUxQdjBPLVhkay1DU0xLNE10WWdLM2hpNDU4cDQ0dUZyZGFBR2twdzczM3ZsT3pjZzdKV3RLNFA0ZEJ1bnpQdnE3N2huMGM2a2F6Qy05R2dZN0dJX2FFODlxT3dJX1hxQ1g3dXl4SDFERHRVd2FFaE1mWlgyRHpuZ0JQbVZPUjFDUQ?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.993179440498352,negative,0.9856953024864196,Negative,0.877957820892334,government,0.4045295119285583,2024-01-17,JPM,1.11,16.45,11.7,167.339996,169.070007,166.490005,167.089996,165.205566,11107500.0
2459,JPMorgan_Chase,JPMorgan Chase Declares Common Stock Dividend,Yahoo Finance,Mar 19,https://news.google.com/read/CBMiigFBVV95cUxOY2hNTXQ1bXlhZ010MHJPbGloUUpPaHZUU1RDQ1F1a3ExSVhXZlJ0SThZQTQ0WUJkM2dCWW8wUzJ3RlhiQ3gwUmZaa3FPQ1ppcEd5bkdUa3gtMlMtLVZrRDloMmR2NXNvcG1WUTdUOUUwR2N5MEZLc3lpMEVXR1lpbFlhZnVpY1hrcnc?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9564236402511596,neutral,0.9997745156288148,Neutral,0.9482313394546508,social,0.3662179410457611,2024-03-19,JPM,1.11,16.45,11.7,192.710007,193.929993,192.380005,193.789993,191.604462,8478700.0
2460,JPMorgan_Chase,JPMorgan Chase Unveils AI-Powered Tool for Thematic Investing,PYMNTS.com,May 3,https://news.google.com/read/CBMitgFBVV95cUxQV1A5UGJXVmxzRDVLSG1QSnA5MDZuMlRjVTY0UFNSZUxVUkdjYjdnYmNKQmpQWWV4YllVemdiZUZfMjYwSUxNdDhJWlBpMnE5MjZBTTlrSFdOXy1YSWhjVWtVdmhPallSeEFqeXkzbVpmNy1ndjFLTndqLUJWMnR1QUhwZHBMRXFVa1hXdHFjSjFKU0Fad2psSGdiWUVEWDJUSDd4NTlpM21HWV9Wb3JCbFU2cEhiQQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9931036829948424,neutral,0.9947815537452698,Neutral,0.9736120104789734,social,0.3418160676956177,2024-05-03,JPM,1.11,16.45,11.7,192.0,192.529999,188.460007,190.509995,189.460175,8922800.0
2461,JPMorgan_Chase,"JPMorgan profit rises to record, fueled by investment banking",Reuters,Jul 12,https://news.google.com/read/CBMivgFBVV95cUxPYVkwVmk0bERQT2JWYnEwVjFqeFFDdzhxSUZ6c1JaZU1qSWQ5dVdYWGJ2ZVo0UTRvWVF0aS1IWVBacGxKejAtRXkzQkZoS196TkQtQWR4eTIxSHhfdnBiMnBMZTZoX0FhVlhsczNRQi1zVlBQSXJnLVI4MDlMVDFXOC15aW03dHFIbU13UVV6bnd2RjNJUXVoT202UGRHUkpOUVB2UjB5a3FWTVV4b1N2RnJ6YnhsSmt2UDJlaFp3?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9974092841148376,positive,0.9996881484985352,Positive,0.983038067817688,social,0.518496572971344,2024-07-12,JPM,1.11,16.45,11.7,204.0,207.449997,202.100006,204.940002,204.940002,15439700.0
2462,JPMorgan_Chase,"JPMorgan Chase Workers Had To Eat At Desks, Suit Says",Law360,Jul 15,https://news.google.com/read/CBMilwFBVV95cUxPT1RxTFBYN0N2R21JWGJvT09xek53NG1EeGhSQVE5Rjlyejh1eEpXaEFNcVdULXRpN3pBV2dvb0RIcDlmNm1nVE5IZElER1l5ZGNlYzBSbHdEa1N2a284MHNON2d6TDNIaWZpc0F2NFVaUlhfc1pSaVFTQWZmaXdKNjhnLTBXWEhQa2V6Rm9kMVBpVmkxTnZV0gFWQVVfeXFMT2ZXMXhndk1rUDVyRFBYVXN6ckJmVmpsWk9US1FHQUY1dlpxajNOTU90MHpWa1JpUk81TWdfeEY0UWFGc200MVJrdU5CWDJJMXdWbG1SR1E?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9951757192611694,neutral,0.9953159093856812,Neutral,0.941249430179596,social,0.4006428718566894,2024-07-15,JPM,1.11,16.45,11.7,207.190002,211.610001,206.720001,210.050003,210.050003,10719700.0
2463,JPMorgan_Chase,JPMorgan Chase Anchors $300m Funding in Quantinuum,Markets Media,Jan 17,https://news.google.com/read/CBMihgFBVV95cUxQTk5nWkw1eWtPeWVwNnkwaUZWME1uVlQyVWlXUXNYOUhaTXBVNUhQWElJMWJVcFJQa1RxNDVhR2F6REYzMENJSXZIdlV6QkJQU2gwNWtKQ0pIdTVrQVNVZE1DbXJqeVRiSkh1NUlLTktSUk1kbXhYLW00N0FQcy1qbjJkNmc3QQ?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9583441615104676,neutral,0.9991284012794496,Neutral,0.9712494611740112,government,0.3619450032711029,2024-01-17,JPM,1.11,16.45,11.7,167.339996,169.070007,166.490005,167.089996,165.205566,11107500.0
2464,JPMorgan_Chase,JPMorgan Is Creating a Marketing Agency Built on Purchase Data,Bloomberg,Apr 3,https://news.google.com/read/CBMiuwFBVV95cUxQMWluOWE5cFp2Rzd4bFo0TGt1NXNXbE5zUE1vYzk4MTNCdjR3X3pGNFdlV1JvTk5Sc3VWNFgtZlVublpjZnlMLWlkbGhaUW00OEJPdG5UaXU0SlUwQWlOQ2ZCX1doV3ctZTlzYk0yVVhPV2NnV1NoVzhUNnFaYjJSUHY0ZkxEUmVqOWtTeXZOVHU0c2Y3TnN5QjR2Y3hBU2FBVzNnTFNuSkhGT00tOFRDM3lMMVpFcXFiclJN?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9801064729690552,neutral,0.9998679161071776,Neutral,0.9866151809692384,social,0.4550564587116241,2024-04-03,JPM,1.11,16.45,11.7,199.039993,199.559998,197.699997,198.300003,196.063599,9353400.0
2465,JPMorgan_Chase,"Initiative on Land, Housing and Property Rights Awarded $2 Million from JPMorgan Chase",BC Law Magazine,Jun 20,https://news.google.com/read/CBMivAFBVV95cUxNczQzVmVyN3hRY01GZ2FNV0RJbXhlN1BVZkVvYlFtaVQxbVRKX3hlaXlzdUpmbHRiaVdlQlpTdHpWXzJoT1dEeUNnUk1aY0FtN0tMZVE1NUtPN0tTaVh6dEN3QkprMnZ6bnZWenFNdy1CQm4wSk51S19rSi1rRGhYRW01RnRqWFRDRzB1ZjBhVGtLZW1wM0pETFZzQkxYMlZZa0F0SkRGM2toRU5qOTFXek42V1Z6R3lWYTRwOQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.939829170703888,positive,0.8131255507469177,Neutral,0.8190240263938904,government,0.6771785616874695,2024-06-20,JPM,1.11,16.45,11.7,196.389999,199.449997,196.110001,198.669998,197.575211,8731100.0
2466,JPMorgan_Chase,JPMorgan Chase Is Right To Be Bullish On Retail Biometrics,Forbes,Apr 3,https://news.google.com/read/CBMitAFBVV95cUxPOWJGb0ZOX1FpTGhMNGEyVlFrR1lTLVlqUnZpbHY5Vi1nenlBbFMwVmNTTTRlNkZVclc3VGJteV8tVDU1QzU0NTdLY2xYaVVPYVNJX056R3dxbUVIc3pnTjNKYzZ0WDdIaEpsT2EwYVhhTzRKMUVKWkxyaEI5MmJSTGNoSk1aVE90U2ZZTF9tREhUczllZnQtNTFtVXN5NjNNcEUwZ3Q0M0dBMWZxb25RMm4wVXU?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9983660578727722,negative,0.9829238057136536,Negative,0.699282705783844,social,0.3963057696819305,2024-04-03,JPM,1.11,16.45,11.7,199.039993,199.559998,197.699997,198.300003,196.063599,9353400.0
2467,JPMorgan_Chase,JPMorgan Chase Is Adding Branches—The Rest Of The Industry Shouldn’t,Forbes,Feb 9,https://news.google.com/read/CBMiuwFBVV95cUxPTEZmRmJHUU11U2J1b0JsTzZrb3ZPS3JxZk1JenNWM3NSQnV2U1lhQjdGOEZIMjdVV3pPYUpab1VORHdveVRsY2xkZnlsY281SzhBS0J4NjBrMXhiVGw4VXNoNEc2Vm9kN04zRlFYcjhwWDd1a1ItQk5qaFdyRjBROG5rU2xpdWFOcFdqdHhXZ3VBVzJNRVg4M1VkZFJDRmJCUVRuSFRaMnIxdjVpMV9DUjJUUWpBSE5BUkxj?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.5952656269073486,neutral,0.9996880292892456,Neutral,0.9566616415977478,neutral,0.330170065164566,2024-02-09,JPM,1.11,16.45,11.7,175.0,175.100006,173.669998,175.009995,173.036255,6296700.0
2468,JPMorgan_Chase,Here's How Much a $1000 Investment in JPMorgan Chase & Co. Made 10 Years Ago Would Be Worth Today,Yahoo Finance,Mar 19,https://news.google.com/read/CBMiiAFBVV95cUxOckFjQTFGcFM2TU5ucFdXSnh3TmdqVG5VM1JqUnQ0RzZPMXcwd1o3N1R4X25DOC1ROS1la091WU5KelJIYy1KVjNzV1BTcWl4dnpnT2xjQUpBRTlRa0ZYTmluV3NiYnlIcTVfUjUtdzdXaVJwNS1jTWQ4QXRpeTNiRGozazB1NW9u?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.943483591079712,neutral,0.9996954202651978,Neutral,0.976266384124756,government,0.3638061285018921,2024-03-19,JPM,1.11,16.45,11.7,192.710007,193.929993,192.380005,193.789993,191.604462,8478700.0
2469,JPMorgan_Chase,The Community Bank That’s Powering One of the Fastest Growing Regions in America,JPMorgan Chase,Apr 2,https://news.google.com/read/CBMiZkFVX3lxTE9xTTc5M0pmSzJxeXRVRFU5RFJuRGtIZUxrQmU4akF5ODlYYTFCTFNTVzVHcDY5Q2pmSTU2OEpBSmgyLXVBQlZnYVZnZ2pOU1dJOGRPNkxBM0NOR0dlN1lmbnR4YUVFUQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.999755084514618,neutral,0.8316068649291992,Neutral,0.8177103996276855,social,0.824429988861084,2024-04-02,JPM,1.11,16.45,11.7,198.389999,199.779999,198.080002,198.860001,196.617279,7014700.0
2470,JPMorgan_Chase,Inter Miami pen JPMorgan Chase stadium naming rights deal,SportsPro Media,Feb 21,https://news.google.com/read/CBMingFBVV95cUxNdndLNkFHNjhoanFDYUdJNWtUWUpxUldwajF6SUNDZEhmRXpoaDFtalZEZ2lBRFJLTU5ja2pPZ2dSN3Jld2ZRYXZyM1FoRkxEWUQ5R1UwM01QQ1FDbDVJNUdkWTU1LW1rQ2I1NkZIanV3RUdCMmZsSkFaVEpOcHdKai1IdmxSUkFneGJNb0hlWTR0QWVfeDJ4ODNNOGtXQQ?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.5834167003631592,neutral,0.9802399277687072,Neutral,0.9432032108306884,government,0.520240843296051,2024-02-21,JPM,1.11,16.45,11.7,179.949997,180.990005,178.520004,180.899994,178.859833,7027900.0
2471,JPMorgan_Chase,JPMorgan: All New Employees Will Receive AI Training,PYMNTS.com,May 20,https://news.google.com/read/CBMimAFBVV95cUxQeEh1MUxpRVF0b2wzZmsxNWdodWRfNEVmWFplUjZ4Vm1TcFdjSF9KdC03Q1ZWcHdvbGZoR0hoRVg2UVRBRlZlUUdheEpfcW5jZUdnV3E1aE5WTzg1RGR5c1kwemVzSFNVRVNlRkprWW9KNWRTektpRG85UVBoZldlaWE3V2dISmIxMnpaRV9sOHY3c21kN0N1eQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9572963714599608,neutral,0.9997307658195496,Neutral,0.9655544757843018,social,0.3866625428199768,2024-05-20,JPM,1.11,16.45,11.7,204.389999,205.880005,195.399994,195.580002,194.502243,17373300.0
2473,LVMH,Watches & Jewelry,LVMH,Jul 3,https://news.google.com/read/CBMiYEFVX3lxTE5fTGdmWnVmcU50LWlkemN4bllrTnNGUXVhMzRUUGpkN0lkLWpQYldOUExpdmxRcHdvcnhkaS1TU1Q2dUx5dmQ5dXJXcU05X1BvbkE5MVV2bzB5WDlNWUpxRQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9952989220619202,neutral,0.999881386756897,Neutral,0.9825149774551392,social,0.6068529486656189,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2474,LVMH,Which brands does LVMH own? 23 of Bernard Arnault's most iconic brands,Business Insider,Jun 25,https://news.google.com/read/CBMikAFBVV95cUxOMmJEVUxfZzUyd3NJY0JuT1JhSmtwMXFpTmFXbVZHU1E1YUJSYjlTLTdOY1ZJZW5hNHg2SGZSQmVkWWRZN25KcGhNbTVTX1c1LUl5ZUxwdVBPOG9YcGJyWVNoamdxMTAwYXFWVDdrYmU3ZHg0dTN1QVJ1THZiOFJVOExvR2JjNzl2MEJ1bEZjeEHSAZYBQVVfeXFMUDd5NHhVaVFNSVhvbE1tVWxxc3N4eWhDVjRyZERORnFSUVJmMERfakVCekFvQjcteWNTLXo3UUl3TV9ubUhlNUxrT2FKZDBpT3NfWDZDUE4zZG1GeEdMcEx6SHhJRW5mX2U5Mm5vR3kzWFpNRWRvaVl4aC0yVmxBRktlLWRCUTZ6NUVkRE5GbDFtVnNZbFR3?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9886727929115297,neutral,0.9998866319656372,Neutral,0.9876281023025512,social,0.5324572324752808,2024-06-25,MC.PA,0.8,5.7,5.6,722.099976,737.799988,721.099976,736.799988,736.799988,315702.0
2475,LVMH,LVMH lines up Cecile Cabanis to succeed CFO in next 18 months,Reuters,Jun 7,https://news.google.com/read/CBMiuwFBVV95cUxQYzVrWVhKalZOSmV5SnpQdnp5U2I4NFFPZUlUVnFlQWExOW1MZ2pxdERtV2VWbUhvRXJIQk9UZ3JDUmQtY2pvbEY0Yy1IU0F5SEVlQ2dVTUdUdnlROHNmV3lpOGVQcGg0amo1NjU4NDFPdTUyVzM2aDJ2V0QwRGFIdEYyWWdGaXROdUNwWEZFcGxhRmJ2NldKeXdOaU5HTXF2bEtFNTBzWkRQYmlLSnF4am1iZ3BfTFpHR2Fz?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9927144646644592,neutral,0.9998762607574464,Neutral,0.9070786237716676,social,0.4854713082313537,2024-06-07,MC.PA,0.8,5.7,5.6,766.200012,767.599976,753.299988,762.5,762.5,334398.0
2476,LVMH,FOR THE ENVIRONMENT,LVMH,Jul 3,https://news.google.com/read/CBMibkFVX3lxTE5VSmRtaUlPQ05sb1lSbEVFZDN4MHBCZGN1Tk5Pem5SaW4yM2VfZEk3VXJZdG1WbGVhakxoLVR6YWljYnYyckxWeDZpTGV5eFljdGhFNDVxOVNLVDZ1aFdQeEh3bHk2eGxfM3VTaUZ3?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9986910223960876,neutral,0.9998786449432372,Neutral,0.9559953808784484,environment,0.977363109588623,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
